Category1,Category2,Category3,Category4,Category5,category_id,Item,Licensing,Website,Platform,Description
Networking,Load Balancing,,,,462,Amazon Elastic Load Balancing,Commercial,http://aws.amazon.com/elasticloadbalancing/,,"Amazon Web Services (AWS) provides Elastic Load Balancing to automatically distribute incoming web traffic across multiple Amazon Elastic Compute Cloud (Amazon EC2) instances. With Elastic Load Balancing, you can add and remove EC2 instances as your needs change without disrupting the overall flow of information. If one EC2 instance fails, Elastic Load Balancing automatically reroutes the traffic to the remaining running EC2 instances. If the failed EC2 instance is restored, Elastic Load Balancing restores the traffic to that instance. Elastic Load Balancing offers clients a single point of contact, and it can also serve as the first line of defense against attacks on your network. You can offload the work of encryption and decryption to Elastic Load Balancing, so your servers can focus on their main task"
Networking,Monitoring,Wifi,,,463,NetSpot,Open Source,http://www.netspotapp.com/,Mac,"NetSpot helps you collect data, analyze WiFi signal and visualize the signal strength of your wireless network on Mac OS X"
Networking,FTP Clients,,,,465,LeechFTP,Open Source,http://www.leechftp.de/,,LeechFTP is a multi-threaded freeware FTP client
Networking,FTP Clients,,,,465,CuteFTP,Commercial,http://www.cuteftp.com/,,"CuteFTP is a series of FTP (file transfer) client applications Distributed and Supported by GlobalSCAPE since 1996, who later bought the rights to the software. Both a Windows-based or Mac-based interface were made for both home and professional use."
Networking,FTP Clients,,,,465,Putty,Open Source,http://www.chiark.greenend.org.uk/~sgtatham/putty,,"PuTTY (/?p?ti/[2]) is a free and open-source terminal emulator, serial console and network file transfer application. It supports several network protocols, including SCP, SSH, Telnet, rlogin, and raw socket connection. It can also connect to a serial port (since version 0.59). The name ""PuTTY"" has no definitive meaning"
WebServices,RESTFull ,Libraries,,,470,Jersey,Open Source,https://jersey.java.net/,Java," Jersey RESTful Web Services framework is open source, production quality, framework for developing RESTful Web Services in Java that provides support for JAX-RS APIs and serves as a JAX-RS (JSR 311 & JSR 339) Reference Implementation."
WebServices,RESTFull ,Libraries,,,470,Apache CXF,Open Source,http://cxf.apache.org/,,"Apache CXF is an open source services framework. CXF helps you build and develop services using frontend programming APIs, like JAX-WS and JAX-RS. These services can speak a variety of protocols such as SOAP, XML/HTTP, RESTful HTTP, or CORBA and work over a variety of transports such as HTTP, JMS or JBI."
WebServices,RESTFull ,Libraries,,,470,RESTeasy,Open Source,http://resteasy.jboss.org/,Java,RESTEasy is a JBoss project that provides various frameworks to help you build RESTful Web Services and RESTful Java applications. It is a fully certified and portable implementation of the JAX-RS specification. JAX-RS is a new JCP specification that provides a Java API for RESTful Web Services over the HTTP protocol.
WebServices,RESTFull ,Libraries,,,470,Apache Wink,Open Source,https://wink.apache.org/,Java,Apache Wink is a simple yet solid framework for building RESTful Web services. It is comprised of a Server module and a Client module for developing and consuming RESTful Web services.
WebServices,RESTFull ,API Management,,,480,Dream Factory,Open Source,http://www.dreamfactory.com/,Java,"Dreamfactory is an open source software package that provides a pre-built, highly-customizable RESTful backend for modern mobile, web, and Internet of Things (IoT) applications. DreamFactory functions as server middleware. With just a few clicks, you can connect your applications to backend resources such as SQL, NoSQL, file storage, email, and push notifications with an automatically generated Representational State Transfer (REST) API."
WebServices,RESTFull ,API Management,,,480|320,Apigee,Commercial,http://apigee.com/,,"Apigee helps businesses use APIs to securely share data and services across a myriad devices and channels.  Built from the ground-up for the new requirements of today’s digital business, our platform helps companies serve customers in a real-time, anywhere-anytime fashion, use data to continually improve the customer experience, and drive additional revenue."
WebServices,SOAP,Libraries,,,482,Apache Axis,Open Source,https://axis.apache.org/axis,,"Apache Axis (Apache eXtensible Interaction System) is an open-source, XML based Web service framework. It consists of a Java and a C++ implementation of the SOAP server, and various utilities and APIs for generating and deploying Web service applications."
WebServices,SOAP,Libraries,,,482,Xfire,Open Source,https://docs.codehaus.org/display/XFIRE/Home,,"XFire is a free and open source SOAP framework that not only enables you to implement such an environment with great ease and simplicity, but also provides you many advanced features identified in Web services specifications, but not yet available in most commercial or open source tools. "
WebServices,SOAP,Libraries,,,482,Spring Web Services,Open Source,http://projects.spring.io/spring-ws/,,"Spring Web Services (Spring-WS) is a product of the Spring community focused on creating document-driven Web services. Spring Web Services aims to facilitate contract-first SOAP service development, allowing for the creation of flexible web services using one of the many ways to manipulate XML payloads. The product is based on Spring itself, which means you can use the Spring concepts such as dependency injection as an integral part of your Web service."
User Interface,JavaScript Library,,,,490,BootStrap,Open Source,http://getbootstrap.com/,,"Bootstrap is the most popular HTML, CSS, and JavaScript framework for developing responsive, mobile-first web sites."
User Interface,JavaScript Library,,,,490,Jquery,Open Source,https://jquery.com/,,"jQuery is a fast, small, and feature-rich JavaScript library. It makes things like HTML document traversal and manipulation, event handling, animation, and Ajax much simpler with an easy-to-use API that works across a multitude of browsers. With a combination of versatility and extensibility, jQuery has changed the way that millions of people write JavaScript."
User Interface,JavaScript Library,,,,490,AngularJS,Open Source,https://angularjs.org/,Java,"HTML is great for declaring static documents, but it falters when we try to use it for declaring dynamic views in web-applications. AngularJS lets you extend HTML vocabulary for your application. The resulting environment is extraordinarily expressive, readable, and quick to develop."
User Interface,JavaScript Library,,,,490,Alloy UI,Open Source,http://www.liferay.com/community/liferay-projects/alloy-ui/overview,,"Alloy UI is Liferay's open-source javascript library. It is built on Yahoo User Interface (YUI) and has support for a variety of advanced javascript functions specifically designed for portlets. It is available under the BSD License It is designed to take advantage of and incorporate patterns from the best libraries to make building robust and flexible web applications.

It is a JavaScript library, a CSS framework, a set of HTML recipes and a taglib library, all combined to empower developers across multi-skilled teams deliver rich and dynamic applications."
